"name","city","state","zip"
"Joy's Flowers Marketplace","Gadsden","AL","35901"
"One Stop Floris","Millbrook","AL","36054"
"Red Bird Florists And Gifts","Florence","AL","35634"
"Roses Express","Luverne","AL","36049"
"All the Details","Foley","AL","36535"
"Montevallo Florist","Montevallo","AL","35115"
"Flowers By Barbara","Monroeville","AL","36460"
"Zimlich The Florist","Mobile","AL","36607"
"Rustic Rose","Jasper","AL","35504"
"Coles On The Corner Flowers Gifts","Millport","AL","35576"
"Al's Flowers","Montgomery","AL","36106"
"Eddie's Florist Inc","Henagar","AL","35978"
"Heavenly Creations Florist Ceramics","Millry","AL","36558"
"Touch Of Class Florist","Birmingham","AL","35244"
"United Flower Shop Inc","Marion","AL","36756"
"Greggco","Moody","AL","35004"
"Flowers by Michelle","Luverne","AL","36049"
"Parker's Florist","Madison","AL","35758"
"Let's Talk Petals","Millbrook","AL","36054"
"Dean's Florist","Florence","AL","35630"
"Nana's Flower Gift Shop","Morris","AL","35116"
"Essence Beauty Salon Flower Shop","Monroeville","AL","36460"
"Sherries Variety Flowers and Gifts","Moulton","AL","35650"
"Ffc","Gadsden","AL","35901"
"Huntsville Florist and Gifts","Huntsville","AL","35811"
"Denise's Flowers Gifts","Millport","AL","35576"
"Beckham's Florist Gifts","Mobile","AL","36608"
"Flowers By Design","Jasper","AL","35504"
"Angelia's Flowers Gifts","Luverne","AL","36049"
"Design World","Madison","AL","35758"
"Martha Rea's Florist","Montgomery","AL","36107"
"Justice Florist","Mulga","AL","35118"
"Millry Florist","Millry","AL","36558"
"Florist In Shoals Area Inc.","Florence","AL","35630"
"Handy TV Appliance","Birmingham","AL","35215"
"Teleflora","Huntsville","AL","35806"
"Terry Florist Gifts","Moulton","AL","35650"
"Country Market","Nauvoo","AL","35578"
"Roses Express","Monroeville","AL","36460"
"Southern Charm","Millry","AL","36558"
"Cleveland the Florist Inc","Mobile","AL","36608"
"Denise's Flowers Gifts","Millport","AL","35576"
"Special Treasures Florist","Montgomery","AL","36109"
"The Blossom Shop","Jasper","AL","35501"
"Flo's flowers and gifts","Florence","AL","35634"
"Bloom And Petal","Birmingham","AL","35242"
"Willow Florist","Northport","AL","35473"
"Owens Green Floral","Moulton","AL","35650"
"Bouqyard","Huntsville","AL","35802"
"Cleveland the Florist, Inc.","Mobile","AL","36608"
"Tablescapes and More Florist","Odenville","AL","35120"
"Katelyn's Flowers","Monroeville","AL","36460"
"Flower Shop","Oneonta","AL","35121"
"The Blossom Shop","Opelika","AL","36801"
"Flowers ETC","Montgomery","AL","36109"
"Melissa's Flowers","Jasper","AL","35501"
"Hatcher's Florist","Birmingham","AL","35203"
"Matthews' Dale Florist Gifts","Ozark","AL","36360"
"World Of Flowers","Oxford","AL","36203"
"C B Florist","Opp","AL","36467"
"Kablooms Flowers","Northport","AL","35476"
"Country Flowers Gifts","Monroeville","AL","36460"
"Olive Branch Flowers and Gifts","Huntsville","AL","35805"
"Marie's Flower Basket","Jasper","AL","35501"
"Flowers From the Heart","Montgomery","AL","36107"
"Evans Florist","Oneonta","AL","35121"
"Perote Florist and Gifts","Perote","AL","36061"
"Virginia's Flowers And Gourmet Gifts Unlimited","Opelika","AL","36801"
"Ford S Greenhouse","Parrish","AL","35580"
"Lefleur","Pelham","AL","35124"
"Stems","Northport","AL","35476"
"Johnson Flowers","Monroeville","AL","36460"
"Sanflo Creek","Oxford","AL","36203"
"My best bud","Huntsville","AL","35811"
"Youngs Florist","Opp","AL","36467"
"The Flower Shoppe","Ozark","AL","36360"
"Robin's Nest Flowers Gifts","Jasper","AL","35501"
"Hicks Floral Designs","Oneonta","AL","35121"
"Golden Crown Flower Shoppe","Opelika","AL","36801"
"Balloons N Blooms by Pam","Montgomery","AL","36111"
"Piedmont Foothills Florist","Piedmont","AL","36272"
"The Petal Cart","Pelham","AL","35124"
"Anna Marie Designs","Birmingham","AL","35217"
"Balloon Express Flowers and Gifts","Huntsville","AL","35816"
"Kablooms Flowers","Northport","AL","35475"
"C B Florist","Opp","AL","36467"
"Flowers Distributing Company of North Alabama","Oxford","AL","36203"
"Thelma's Flowers Gifts","Jasper","AL","35501"
"Roses Express","Montgomery","AL","36117"
"Cherrie Blossom Greenhouse","Oneonta","AL","35121"
"And Flowers Too","Pinson","AL","35126"
"A O Florists","Opelika","AL","36801"
"Ken's Flowers And Crafts","Ozark","AL","36360"
"A Southern Wedding Flower","Ranburne","AL","36273"
"Flowers By Chris","Piedmont","AL","36272"
"Carriage House Fruits Flowers Restaurant","Monroeville","AL","36460"
"The Pine Rose","Rainsville","AL","35986"
"Bella Blooms and Designs","Pelham","AL","35124"
"Huntsville Florist Inc","Huntsville","AL","35801"
"J A Bokays","Reform","AL","35481"
"Lynne's Gift Shop Florist","Opp","AL","36467"
"Hub City Florist","Robertsdale","AL","36567"
"Prattville Flower Shop","Prattville","AL","36067"
"Main Street Florist Mt Laurel","Birmingham","AL","35242"
"Flowers at Wendi's","Northport","AL","35476"
"Miller Florist and Gifts","Oxford","AL","36203"
"Pringle Petals Flower Shop","Montgomery","AL","36108"
"Willough Garden","Rainsville","AL","35986"
"Louise's Flowers Gifts","Rogersville","AL","35652"
"Southern Wedding Flower A","Ranburne","AL","36273"
"Flowers at Midtown","Opelika","AL","36801"
"Sams Flowers","Russellville","AL","35653"
"BELLA'S BLOOMS","Reform","AL","35481"
"Pinky Blossoms","Pelham","AL","35124"
"Mary Messers Flower Shop","Roanoke","AL","36274"
"Bloom On The Web","Birmingham","AL","35205"
"Bishop's Flowers","Huntsville","AL","35801"
"Ed Price Floral Creation","Montgomery","AL","36116"
"Byrd's Nest Wholesale","Samson","AL","36477"
"Sue's Flowers","Northport","AL","35476"
"Willough Garden","Rainsville","AL","35986"
"Tangled Tiger Florist and Gifts","Rogersville","AL","35652"
"Friendship Florist-Greenhouse","Reform","AL","35481"
"Albritton's Flowers","Selma","AL","36701"
"Farrens Flowers","Saraland","AL","36571"
"4 Hearts Flowers","Satsuma","AL","36572"
"Fountain City Florist","Prattville","AL","36067"
"Bubba's Medicine Shop","Opelika","AL","36801"
"El Viejo Este","Pelham","AL","35124"
"Kim's Florist","Scottsboro","AL","35769"
"Russellville Florist Gifts","Russellville","AL","35653"
"Julies Flowers Gifts","Roanoke","AL","36274"
"Norton's Florist Baskets","Birmingham","AL","35203"
"Vicki's Flowers Gifts","Section","AL","35771"
"Two Sisters Florist And Event Design LLC","Semmes","AL","36575"
"Flower Gift World","Samson","AL","36477"
"Merrin Grace Floral Design","Montgomery","AL","36054"
"Carnation Station","Northport","AL","35476"
"Albert's Flowers And Greenhouses","Huntsville","AL","35801"
"Helena Florist","Shelby","AL","35143"
"Flower Gallery","Sheffield","AL","35660"
"Flower Basket The","Selma","AL","36701"
"Saraland Florist Gift Shop","Saraland","AL","36571"
"Dunn's Florist","Prattville","AL","36067"
"Lucy's Flowers and Fine Art","Scottsboro","AL","35769"
"Field in Bloom Nursery","Silverhill","AL","36576"
"Angies Florist","Russellville","AL","35653"
"Arrangement Florist Inc","Birmingham","AL","35206"
"Roses Express","Roanoke","AL","36274"
"Nature Indoors/Plant Rental Maintenance","Semmes","AL","36575"
"Growing-Up Flowers Gifts","Somerville","AL","35670"
"Pelham Flowers by Desiree","Pelham","AL","35124"
"Southern Crossing","Opelika","AL","36801"
"1-800-FLOWERS.COM","Mobile","AL","36606"
"The Flower Shoppe of Providence","Huntsville","AL","35806"
"Vickis Flowers Gifts","Rainsville","AL","35986"
"Belle Bouquet Florist Gifts LLC","Saraland","AL","36571"
"Bonnies Florist Gifts","Shelby","AL","35143"
"Flowers By Shirley","Rogersville","AL","35652"
"Trees Nursery Greenhouse","Northport","AL","35473"
"Rosemont Gardens","Montgomery","AL","36106"
"Pringle Petals Flower Studio","Selma","AL","36701"
"Lola's Gifts Flowers","Sheffield","AL","35660"
"Russellville Florist and Gifts","Russellville","AL","35653"
"Graveside Expressions","Prattville","AL","36066"
"Flower Cart","Scottsboro","AL","35768"
"Twin Daisys Flowers Gifts","Springville","AL","35146"
"Rachel's Buds","Birmingham","AL","35213"
"Candy Bouquet","Pelham","AL","35124"
"Ann's Flowers Gifts","Roanoke","AL","36274"
"Elaine's Crafts Florist","Opelika","AL","36804"
"Gilino's Greenhouse","Huntsville","AL","35801"
"Leaf Petal Florist Gift","Mobile","AL","36612"
"Saraland Florist Gift Shoppe, Inc.","Saraland","AL","36571"
"L L Designs","Sulligent","AL","35586"
"Shirley's Flowers","Rogersville","AL","35652"
"Nanas Florist and Gifts","Slocomb","AL","36375"
"Jackson's House Of Flowers","Montgomery","AL","36108"
"Brenda's Florist","Rainsville","AL","35986"
"Fred's Flower And Gift Shop","Selma","AL","36701"
"Stevenson Florist","Stevenson","AL","35772"
"Margaret Nel's Florist Greenhouse","Scottsboro","AL","35769"
"David's Florist","Sumiton","AL","35148"
"Russellville Florist and Gifts","Russellville","AL","35653"
"Mary J's Creation","Sheffield","AL","35660"
"Flowers By Rene","Springville","AL","35146"
"Rosie's Florist","Birmingham","AL","35211"
"Alabama Balloon Co","Huntsville","AL","35801"
"Sarah's Flowers","Pelham","AL","35124"
"Laurel Flowers - State Farm Insurance Agent","Saraland","AL","36571"
"Forget Me Not Floral Gifts","Thomasville","AL","36784"
"Sugar Flowers Candles Soaps","Rogersville","AL","35652"
"Moore's Flower Shop","Selma","AL","36701"
"Stevenson Florist","Stevenson","AL","35772"
"Candy Bouquet","Summerdale","AL","36580"
"Sonshine Floral Gifts","Tallassee","AL","36078"
"Gaither's Florist","Talladega","AL","35160"
"Elizabeth's Garden","Mobile","AL","36608"
"K H Florist Inc","Montgomery","AL","36104"
"Duggers Florist","Tanner","AL","35671"
"Smith Wholesale Floral Company Inc","Sheffield","AL","35660"
"Adana Florists Decor","Slocomb","AL","36375"
"Vicki's Flowers Gifts","Rainsville","AL","35986"
"Flowers by Donna","Sumiton","AL","35148"
"Blossoms Florist Gifts","Sylacauga","AL","35150"
"Petal Pushers","Sulligent","AL","35586"
"Green's Florist","Scottsboro","AL","35769"
"Thorn's Florist","Russellville","AL","35653"
"Willie Maes Creations","Springville","AL","35146"
"Southern Forest Products","Birmingham","AL","35210"
"Three Hearts Creations","Thorsby","AL","35171"
"Buds And Bows By Minnie","Thomasville","AL","36784"
"Trees N Trends Inc","Huntsville","AL","35816"
"The Flower Cart","Stevenson","AL","35772"
"T T Silk Flowers Plants","Theodore","AL","36582"
"Sugar Creek Flowers Candles Soaps Gifts","Rogersville","AL","35652"
"Ed Price Floral Creations","Montgomery","AL","36104"
"Flowers and Gifts Shop","Selma","AL","36701"
"Tab's Flower Shop","Toney","AL","35773"
"Adana Flowers","Slocomb","AL","36375"
"Talla Floral","Talladega","AL","35160"
"Godwin's Flowers","Tallassee","AL","36078"
"Publix Super Market at Saraland Crossing","Saraland","AL","36571"
"Ashley's Flower Shop Gifts","Mobile","AL","36693"
"Mary's Bouquet","Trussville","AL","35173"
"Jean's Flowers","Troy","AL","36081"
"Ce Floral","Springville","AL","35146"
"Woods Cove Flowers Gifts","Scottsboro","AL","35768"
"Earlyne's Flowers","Sylacauga","AL","35150"
"Amy's Florist","Tuscaloosa","AL","35405"
"South Boutique","Huntsville","AL","35802"
"Lily Pad Florist by Sheron","Trinity","AL","35673"
"Veterans Florist Gift Shoppe","Birmingham","AL","35235"
"Graces Place Flowers and Gifts","Russellville","AL","35654"
"Tuskegee Floral Shop","Tuskegee","AL","36083"
"Hall's Wholesale Florist, Inc.","Theodore","AL","36582"
"The Flower Cart","Stevenson","AL","35772"
"Buds N Bows By Minnie","Thomasville","AL","36784"
"Tuscumbia Florist","Tuscumbia","AL","35674"
"Shan-Tiffy's","Slocomb","AL","36375"
"A Perfect Day Wedding Florist","Montgomery","AL","36110"
"Flowers by Rene'","Trussville","AL","35173"
"Talladega Florist and Gifts","Talladega","AL","35160"
"Kustom Kreations Floral Gift Shop","Selma","AL","36701"
"Vicki's Florist and Gifts","Scottsboro","AL","35769"
"Angels Silk Flowers","Saraland","AL","36571"
"Debbie's Flowers","Sylacauga","AL","35151"
"Rose Expressions","Birmingham","AL","35210"
"Petals Plants","Uniontown","AL","36786"
"LeRoy's Florist","Mobile","AL","36619"
"Talisi Florist","Tallassee","AL","36078"
"C E Floral","Springville","AL","35146"
"Maxine's Flowers","Troy","AL","36081"
"Gertrude's Flowers","Tuscaloosa","AL","35406"
"Flower Distributing Company","Huntsville","AL","35806"
"Lily Pad Florist Gifts","Trinity","AL","35673"
"Gothic Arch Greenhouse Inc","Theodore","AL","36582"
"House Of Flowers","Valley","AL","36854"
"Flowers By Margie Florist","Tuskegee","AL","36083"
"Petals N Presents","Slocomb","AL","36375"
"Duggar's Florist","Tuscumbia","AL","35674"
"Forget Me Not Floral and Gifts","Thomasville","AL","36784"
"Lee Lan Florist, Inc.","Montgomery","AL","36109"
"Dennis Nursery Greenhouse","Selma","AL","36703"
"Ginni G Florist","Trussville","AL","35173"
"The Shade Tree","Saraland","AL","36571"
"Twin Daisy's Flowers Gifts","Springville","AL","35146"
"Clyde's Florists","Talladega","AL","35160"
"Floral Boutique","Troy","AL","36081"
"Robert Emma Florist","Birmingham","AL","35218"
"Medical Center Florist","Vernon","AL","35592"
"Flowers By James","Mobile","AL","36609"
"Debbie's Flowers","Sylacauga","AL","35150"
"BouqYard","Huntsville","AL","35806"
"Bella Blooms","Tuscaloosa","AL","35405"
"Floral Expressions","Valley","AL","36854"
"The Flower Cottage","Vincent","AL","35178"
"Nee's Flower Market","Springville","AL","35146"
"Shelia Flowers Boutique Tanning","Tuscumbia","AL","35674"
"Shirley's Florist","Trussville","AL","35173"
"Carlene's Florist Gift Shop","Warrior","AL","35180"
"Southern Homes Gardens","Montgomery","AL","36117"
"Bloom","Birmingham","AL","35201"
"Brandi'S Flowers Gifts Events","Troy","AL","36081"
"Durham's Pharmacy Floral Gifts","Vernon","AL","35592"
"Oden Neville","Vinemont","AL","35179"
"Festival of Flowers","Mobile","AL","36608"
"Blossoms Florist Gifts","Talladega","AL","35160"
"Leat's Unique Shop Flowers Gifts","Sylacauga","AL","35150"
"What N Carnation Flowers","Waverly","AL","36879"
"Jackie's Floral Gallery","Weaver","AL","36277"
"Flowers By Carrie","Tuscaloosa","AL","35401"
"Gatehouse Flowers","Huntsville","AL","35801"
"Flowers By Elaine","Wedowee","AL","36278"
"Sandra's Flowers","Tuscumbia","AL","35674"
"Crazy Daiseys","Prattville","AL","36066"
"Burlap and Silk","Troy","AL","36081"
"Shirley's Florist, Inc.","Trussville","AL","35173"
"Flowers Carl","Webb","AL","36376"
"Buds N' Blooms Greenhouses","Vinemont","AL","35179"
"Springville Florist Boutique","Springville","AL","35146"
"Clyde's Florist","Talladega","AL","35160"
"Pat's Creations","Valley","AL","36854"
"Floral Market at Bienville","Mobile","AL","36602"
"Flowers By Buck","Montgomery","AL","36104"
"Bows Buds","Sylacauga","AL","35150"
"Durham Pharmacy","Vernon","AL","35592"
"Floral Fusions","Wilmer","AL","36587"
"Artistic Concepts Florist And Gifts","Birmingham","AL","35233"
"Jenilyn's Creations","Wetumpka","AL","36092"
"Faye's Florist","Tuscumbia","AL","35674"
"Ginni G Florist","Trussville","AL","35173"
"Guineas Florist Gift Shop","Wing","AL","36483"
"Blooms On Main","Prattville","AL","36067"
"Wedowee Wholesale Florist Inc","Wedowee","AL","36278"
"Tuscaloosa Florist and Gifts","Tuscaloosa","AL","35401"
"Artistic Flowers","Woodland","AL","36280"
"Barbara's Flower Shop","Winfield","AL","35594"
"Diane's House of Flowers Gifts","York","AL","36925"
"Flower Designs by Ken","Woodstock","AL","35188"
"Super Foods","Montgomery","AL","36111"
"Barrett Greer","Mobile","AL","36602"
"Nan's Flowers Gifts","Sylacauga","AL","35150"
"Maples Flowers Designs","Valley","AL","36854"
"Farm Fresh Food Pharmacy","Talladega","AL","35160"
"Pinecrest Funeral Home","Alexander","AR","72002"
"Flower Gallery","Tuscumbia","AL","35674"
"Flower Box Florist","Birmingham","AL","35217"
"Austin's Flower S","Wetumpka","AL","36092"
"Bama Blossoms","Tuscaloosa","AL","35401"
"Petals Stems","Alma","AR","72921"
"Broadway Florist","Sylacauga","AL","35150"
"Fountain City Florist","Prattville","AL","36067"
"Heroman Services Plant Company","Montgomery","AL","36109"
"Mobile Florist and Gifts","Mobile","AL","36602"
"Gifts Galore Boutique","Amity","AR","71921"
"Dean's Floral Design Etc","Winfield","AL","35594"
"Your Flower Shop","Birmingham","AL","35203"
"Austin's Flowers","Wetumpka","AL","36092"
"Mary Martha's Florist Gifts","Arkadelphia","AR","71923"
"Elizabeth Manderson Flowers","Tuscaloosa","AL","35401"
"Blooms On Main","Prattville","AL","36067"
"Petals","Atkins","AR","72823"
"Gift Box Florist","Ashdown","AR","71822"
"Augusta Balloons Gifts Flowers","Augusta","AR","72006"
"Carrie's Creations","Barling","AR","72923"
"Caffco Floral Outlet","Montgomery","AL","36110"
"Blooming Flowers","Mobile","AL","36606"
"Judy's Secret Garden","Winfield","AL","35594"
"Flower Plant Shop","Slocomb","AL","36375"
"Bottom Dollar Mercantile","Bearden","AR","71720"
"Hot House Design","Birmingham","AL","35233"
"Brenda's Flowers Gifts","Batesville","AR","72501"
"Prattville Florist and Gifts","Prattville","AL","36067"
"A Beautiful Creation Flowers Gifts","Wetumpka","AL","36092"
"Charlotte's Flowers Gifts","Bay","AR","72411"
"Stone Turtle Florist Gifts","Arkadelphia","AR","71923"
"Stephanie's Flowers","Tuscaloosa","AL","35401"
"Carrie's Creation","Barling","AR","72923"
"Central Alabama Greenhouses","Montgomery","AL","36108"
"Heavenly Sweets Flower Boutique","Ashdown","AR","71822"
"Spence's Flowers Gifts","Atkins","AR","72823"
"Designs by Maurice","Mobile","AL","36606"
"Beebe Flower Shop","Beebe","AR","72012"
"Gay Weeks Flowers","Winfield","AL","35594"
"Flower House","Bearden","AR","71720"
"Floral Memories","Berryville","AR","72616"
"Flower Shoppe","Batesville","AR","72501"
"Family Florist","Bentonville","AR","72712"
"Webb's House of Flowers","Benton","AR","72015"
"Betty's Flowers","Birmingham","AL","35205"
"Flowers Distribution Co Inc","Prattville","AL","36066"
"Flowery Peralean","Tuscaloosa","AL","35404"
"Lebron Gifts and Flower Needs","Montgomery","AL","36116"
"Forever Blooming","Bismarck","AR","71929"
"Gambles Florist Shop","Mobile","AL","36617"
"Beebe Florist and Gifts","Beebe","AR","72012"
"Heavenly Sweets Interior Treats and Flower Boutique","Ashdown","AR","71822"
"Barbara Elliot's Gay Weeks Flowers","Winfield","AL","35594"
"Our Enchanted Florist","Blytheville","AR","72315"
"Bloom Flowers and Gifts","Bentonville","AR","72712"
"The Cottage","Benton","AR","72015"
"Queen Anns Lace Flowers Gifts","Batesville","AR","72501"
"Backstage Florist","Birmingham","AL","35233"
"Flower Garden and Vintage Marke","Berryville","AR","72616"
"Booneville Flower Shop","Booneville","AR","72927"
"Joyce's Flowers Gifts","Bradford","AR","72020"
"Handey's Greenhouse","Montgomery","AL","36117"
"Dana's Floral Design","Prattville","AL","36067"
"Candy Bouquet","Bismarck","AR","71929"
"Tuscaloosa Florist and Gifts","Tuscaloosa","AL","35405"
